2025-07-01T19:01:25.228001, 5, 320, 2.80 1.61 1.49 2/1711 45232
2025-07-01T19:02:45.711646, 5, 324, 1.73 1.51 1.46 4/1737 45452
2025-07-01T19:02:45.715550, 5, 324, 1.73 1.51 1.46 4/1738 45454
2025-07-01T19:02:45.726984, 5, 324, 1.73 1.51 1.46 3/1738 45459
2025-07-01T19:02:45.738099, 5, 324, 1.73 1.51 1.46 5/1738 45463
2025-07-01T19:04:57.773479, 5, 320, 1.19 1.47 1.46 6/1711 45827
2025-07-01T19:04:57.777738, 5, 320, 1.19 1.47 1.46 4/1711 45828
2025-07-01T19:04:57.791613, 5, 320, 1.19 1.47 1.46 5/1711 45833
2025-07-01T19:04:57.801038, 5, 320, 1.19 1.47 1.46 4/1711 45837
2025-07-01T19:06:58.777632, 5, 319, 1.08 1.40 1.44 7/1732 46134
2025-07-01T19:06:58.782478, 5, 319, 1.08 1.40 1.44 3/1733 46136
2025-07-01T19:06:58.802142, 5, 319, 1.08 1.40 1.44 2/1733 46141
2025-07-01T19:06:58.813354, 5, 319, 1.08 1.40 1.44 3/1733 46145
2025-07-01T19:08:21.495092, 5, 320, 0.95 1.34 1.42 3/1722 46369
2025-07-01T19:08:21.499555, 5, 320, 0.95 1.34 1.42 3/1723 46371
2025-07-01T19:08:21.510938, 5, 320, 0.95 1.34 1.42 4/1723 46376
2025-07-01T19:08:21.522924, 5, 320, 0.95 1.34 1.42 3/1723 46380
2025-07-01T19:08:52.909778, 5, 320, 0.57 1.21 1.37 3/1741 46424
2025-07-01T19:08:52.914773, 5, 320, 0.57 1.21 1.37 2/1742 46426
2025-07-01T19:08:52.926922, 5, 320, 0.57 1.21 1.37 2/1742 46431
2025-07-01T19:08:52.937152, 5, 320, 0.57 1.21 1.37 2/1742 46435
2025-07-01T19:09:41.860882, 5, 324, 0.65 1.12 1.33 2/1744 46536
2025-07-01T19:09:41.864588, 5, 324, 0.65 1.12 1.33 2/1745 46538
2025-07-01T19:09:41.877599, 5, 324, 0.65 1.12 1.33 3/1745 46543
2025-07-01T19:09:41.887215, 5, 324, 0.65 1.12 1.33 4/1745 46547
2025-07-02T09:19:36.127505, 5, 319, 2.23 1.67 1.26 5/1781 78076
2025-07-02T09:19:36.132892, 5, 319, 2.23 1.67 1.26 2/1781 78077
2025-07-02T09:19:36.145898, 5, 319, 2.23 1.67 1.26 6/1781 78082
2025-07-02T09:19:36.158428, 5, 319, 2.23 1.67 1.26 3/1781 78086
2025-07-02T09:22:04.016899, 5, 320, 3.32 2.25 1.52 9/1931 79892
2025-07-02T09:22:04.023518, 5, 320, 3.32 2.25 1.52 5/1931 79893
2025-07-02T09:22:04.037319, 5, 320, 3.32 2.25 1.52 5/1931 79898
2025-07-02T09:22:04.048489, 5, 320, 3.32 2.25 1.52 9/1932 79903
2025-07-02T09:25:06.017500, 5, 320, 1.15 1.67 1.42 1/1976 80155
2025-07-02T09:25:06.021395, 5, 320, 1.15 1.67 1.42 1/1977 80157
2025-07-02T09:25:06.033352, 5, 320, 1.15 1.67 1.42 5/1977 80162
2025-07-02T09:25:06.043918, 5, 320, 1.15 1.67 1.42 4/1977 80166
2025-07-02T09:28:11.432824, 5, 319, 0.79 1.47 1.41 1/1940 80295
2025-07-02T09:28:11.437235, 5, 319, 0.79 1.47 1.41 2/1941 80297
2025-07-02T09:28:11.448550, 5, 319, 0.79 1.47 1.41 3/1941 80302
2025-07-02T09:28:11.461310, 5, 319, 0.79 1.47 1.41 3/1941 80306
2025-07-02T09:28:55.774550, 5, 320, 1.12 1.48 1.41 2/1940 80369
2025-07-02T09:28:55.779696, 5, 320, 1.12 1.48 1.41 3/1941 80371
2025-07-02T09:28:55.791273, 5, 320, 1.12 1.48 1.41 2/1941 80376
2025-07-02T09:28:55.803516, 5, 320, 1.12 1.48 1.41 6/1941 80380
2025-07-02T09:29:11.557948, 5, 319, 1.50 1.55 1.44 3/1951 80402
2025-07-02T09:29:11.563428, 5, 319, 1.50 1.55 1.44 4/1952 80404
2025-07-02T09:29:11.575796, 5, 319, 1.50 1.55 1.44 2/1952 80409
2025-07-02T09:29:11.588362, 5, 319, 1.50 1.55 1.44 4/1952 80413
2025-07-02T09:31:38.261474, 5, 320, 2.54 1.96 1.61 1/1578 81368
2025-07-02T09:31:38.267003, 5, 320, 2.54 1.96 1.61 2/1579 81370
2025-07-02T09:31:38.278723, 5, 320, 2.54 1.96 1.61 2/1579 81375
2025-07-02T09:31:38.290897, 5, 320, 2.54 1.96 1.61 6/1579 81379
2025-07-02T09:33:10.522472, 5, 320, 1.08 1.65 1.53 6/1599 81508
2025-07-02T09:33:10.526210, 5, 320, 1.08 1.65 1.53 1/1600 81510
2025-07-02T09:33:10.538131, 5, 320, 1.08 1.65 1.53 5/1600 81515
2025-07-02T09:33:10.549057, 5, 320, 1.08 1.65 1.53 6/1600 81519
